央视频道,#genre#
西藏卫视,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000045/index.m3u8
西藏卫视,http://192.168.10.1:4022/udp/239.253.7.178:51050

新疆卫视,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000044/index.m3u8
新疆卫视,http://192.168.10.1:4022/udp/239.253.7.177:51049

兵团卫视,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000071/index.m3u8

农林卫视,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000072/index.m3u8

厦门卫视,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000075/index.m3u8

三沙卫视,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000078/index.m3u8

延边卫视,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000668/index.m3u8





地方频道,#genre#



山东齐鲁,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000313/index.m3u8
山东齐鲁,http://192.168.10.1:4022/udp/239.253.7.86:52211
山东齐鲁,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000052/index.m3u8
山东齐鲁,http://192.168.10.1:4022/udp/239.253.7.185:51057

山东新闻,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000314/index.m3u8
山东新闻,http://192.168.10.1:4022/udp/239.253.7.79:53212
山东新闻,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000053/index.m3u8
山东新闻,http://192.168.10.1:4022/udp/239.253.7.186:51058

山东综艺,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000338/index.m3u8
山东综艺,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000378/index.m3u8
山东综艺,http://192.168.10.1:4022/udp/239.253.7.40:53236
山东综艺,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000054/index.m3u8

山东生活,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000336/index.m3u8
山东生活,http://192.168.10.1:4022/udp/239.253.7.42:53042
山东生活,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000055/index.m3u8

山东文旅,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000337/index.m3u8
山东文旅,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000377/index.m3u8
山东文旅,http://192.168.10.1:4022/udp/239.253.7.41:53235
山东文旅,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000056/index.m3u8

山东体育休闲,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000315/index.m3u8
山东体育休闲,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000373/index.m3u8
山东体育休闲,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000400/index.m3u8
山东体育休闲,http://192.168.10.1:4022/udp/239.253.7.78:53213
山东体育休闲,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000057/index.m3u8

山东农科,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000339/index.m3u8
山东农科,http://192.168.10.1:4022/udp/239.253.7.85:52238
山东农科,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000058/index.m3u8
山东农科,http://192.168.10.1:4022/udp/239.253.7.191:51063

山东少儿,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000340/index.m3u8
山东少儿,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000375/index.m3u8
山东少儿,http://192.168.10.1:4022/udp/239.253.7.239:52239
山东少儿,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000059/index.m3u8
山东少儿,http://192.168.10.1:4022/udp/239.253.7.192:51064

山东居家购物,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000700/index.m3u8
山东居家购物,http://192.168.10.1:4022/udp/239.253.7.131:51100

济南教育,http://192.168.10.1:4022/udp/239.253.7.82:52069

济南新闻综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00004000/index.m3u8
济南新闻综合,http://192.168.10.1:4022/udp/239.253.7.232:51104
济南新闻综合,http://192.168.10.1:4022/udp/239.253.7.194:51066

济南都市,http://192.168.10.1:4022/udp/239.253.7.195:51067

济南生活,http://192.168.10.1:4022/udp/239.253.7.196:51068

济南文旅体育,http://192.168.10.1:4022/udp/239.253.7.197:51069

济南娱乐,http://192.168.10.1:4022/udp/239.253.7.198:51070

济南少儿,http://192.168.10.1:4022/udp/239.253.7.200:51072

济南鲁中,http://192.168.10.1:4022/udp/239.253.7.240:51112

泰安综合,http://192.168.10.1:4022/udp/239.253.7.87:52047

泰安经济生活,http://192.168.10.1:4022/udp/239.253.7.88:52048

湖南金鹰卡通,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00002027/index.m3u8
